ip,timestamp,method,url,protocol,status,bytes,referrer,user_agent
178.215.238.68,2024-10-19 00:03:17,GET,/login.rsp,HTTP/1.1,404,453,-,hello world
167.99.55.110,2024-10-19 00:13:56,POST,/wp-cron.php?doing_wp_cron=1729469636.1745829582214355468750,HTTP/1.1,200,259,-,wordpress/6.6.1; http://blog.thx.bz
143.110.222.166,2024-10-19 00:13:55,GET,/,HTTP/1.1,200,15340,-,"mozilla/5.0 (iphone; cpu iphone os 16_1 like mac os x) applewebkit/605.1.15 (khtml, like gecko) version/16.1 mobile/15e148 safari/604.1"
162.158.154.86,2024-10-19 01:03:12,GET,/wp-includes/certificates/plugins.php,HTTP/1.1,404,490,-,-
172.70.115.200,2024-10-19 01:03:12,GET,/wp-admin/user/plugins.php,HTTP/1.1,404,490,-,-
172.70.230.7,2024-10-19 01:03:12,GET,/.well-known/acme-challenge/plugins.php,HTTP/1.1,404,490,-,-
162.158.158.139,2024-10-19 01:03:12,GET,/wp-includes/customize/plugins.php,HTTP/1.1,404,490,-,-
172.70.115.200,2024-10-19 01:03:12,GET,/wp-includes/SimplePie/plugins.php,HTTP/1.1,404,489,-,-
162.158.154.86,2024-10-19 01:03:12,GET,/wp-admin/css/colors/blue/plugins.php,HTTP/1.1,404,489,-,-
172.70.110.31,2024-10-19 01:03:12,GET,/wp-content/themes/plugins.php,HTTP/1.1,404,490,-,-
162.158.63.52,2024-10-19 01:03:12,GET,/wp-includes/ID3/plugins.php,HTTP/1.1,404,490,-,-
162.158.63.52,2024-10-19 01:03:13,GET,/wp-admin/css/plugins.php,HTTP/1.1,404,489,-,-
162.158.158.139,2024-10-19 01:03:13,GET,/wp-admin/includes/plugins.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:13,GET,/wp-admin/network/plugins.php,HTTP/1.1,302,457,-,-
162.158.63.52,2024-10-19 01:03:13,GET,/wp-admin/images/plugins.php,HTTP/1.1,404,489,-,-
162.158.154.86,2024-10-19 01:03:13,GET,/wp-admin/maint/plugins.php,HTTP/1.1,404,489,-,-
162.158.63.52,2024-10-19 01:03:13,GET,/wp-content/upgrade/plugins.php,HTTP/1.1,404,489,-,-
172.70.110.31,2024-10-19 01:03:13,GET,/images/plugins.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:14,GET,/css/plugins.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:14,GET,/wp-includes/fonts/plugins.php,HTTP/1.1,404,489,-,-
172.70.230.7,2024-10-19 01:03:14,GET,/wp-includes/pomo/plugins.php,HTTP/1.1,404,489,-,-
162.158.63.52,2024-10-19 01:03:14,GET,/.tmb/plugins.php,HTTP/1.1,404,489,-,-
162.158.154.86,2024-10-19 01:03:14,GET,/wp-includes/IXR/plugins.php,HTTP/1.1,404,489,-,-
162.158.63.52,2024-10-19 01:03:14,GET,/.well-known/pki-validation/plugins.php,HTTP/1.1,404,489,-,-
162.158.63.52,2024-10-19 01:03:14,GET,/cgi-bin/plugins.php,HTTP/1.1,404,489,-,-
162.158.158.139,2024-10-19 01:03:14,GET,/wp-includes/random_compat/plugins.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:14,GET,/wp-content/languages/plugins.php,HTTP/1.1,404,489,-,-
162.158.154.86,2024-10-19 01:03:14,GET,/index.php,HTTP/1.1,301,283,-,-
162.158.63.52,2024-10-19 01:03:15,GET,/,HTTP/1.1,200,15399,-,-
172.70.230.7,2024-10-19 01:03:15,GET,/cgi-bin/xmrlpc.php,HTTP/1.1,404,489,-,-
172.70.230.7,2024-10-19 01:03:15,GET,/404.php,HTTP/1.1,404,489,-,-
162.158.63.52,2024-10-19 01:03:15,GET,/wp-configs.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:15,GET,/simple.php,HTTP/1.1,404,489,-,-
172.70.230.7,2024-10-19 01:03:15,GET,/themes.php,HTTP/1.1,404,489,-,-
172.70.230.7,2024-10-19 01:03:15,GET,/ini.php,HTTP/1.1,404,489,-,-
162.158.63.52,2024-10-19 01:03:15,GET,/autoload_classmap.php,HTTP/1.1,404,489,-,-
172.70.110.31,2024-10-19 01:03:15,GET,/as.php,HTTP/1.1,404,489,-,-
172.70.110.31,2024-10-19 01:03:16,GET,/admin/upload/css.php,HTTP/1.1,404,489,-,-
172.70.110.31,2024-10-19 01:03:16,GET,/.well-known/pki-validation/afnew.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:16,GET,/lufix.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:16,GET,/media.php,HTTP/1.1,404,489,-,-
162.158.63.52,2024-10-19 01:03:16,GET,/contact.php,HTTP/1.1,404,489,-,-
162.158.158.139,2024-10-19 01:03:16,GET,/byp.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:16,GET,/upload.php,HTTP/1.1,404,489,-,-
172.70.230.7,2024-10-19 01:03:16,GET,/wp-content/themes/sketch/404.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:16,GET,/test.php,HTTP/1.1,404,489,-,-
172.70.115.200,2024-10-19 01:03:16,GET,/cong.php,HTTP/1.1,404,489,-,-
162.158.63.52,2024-10-19 01:03:16,GET,/about/function.php,HTTP/1.1,404,489,-,-
